cris_id,title,publication_type,doi,doi_link,resolved_doi_link
60904209,Not Only A Matter of Dynamic Managerial Capabilities: Making More of Corporate Resources in Dynamic Environments,Forschungsartikel in Sammelband (Konferenz),10.5465/AMBPP.2018.183,https://doi.org/10.5465/AMBPP.2018.183,https://journals.aom.org/doi/10.5465/AMBPP.2018.183
60900912,Runtime Analysis of Randomized Search Heuristics for Dynamic Graph Coloring,Forschungsartikel in Sammelband (Konferenz),10.1145/3321707.3321792,https://doi.org/10.1145/3321707.3321792,https://dl.acm.org/doi/10.1145/3321707.3321792
60869153,Decoupling Language and Editor - The Impact of the Language Server Protocol on Textual Domain-Specific Languages,Forschungsartikel in Sammelband (Konferenz),10.5220/0007556301310142,https://doi.org/10.5220/0007556301310142,https://www.scitepress.org/Link.aspx?doi=10.5220/0007556301310142
60865909,Personenbeförderungsgesetz - Reform nicht ohne Taxis,Forschungsartikel (Zeitschrift),10.1007/s10273-019-2414-z,https://doi.org/10.1007/s10273-019-2414-z,https://link.springer.com/article/10.1007/s10273-019-2414-z
60855744,Economic implications of phantom traffic jams: Evidence from traffic experiments,Forschungsartikel (Zeitschrift),10.1080/19427867.2019.1611077,https://doi.org/10.1080/19427867.2019.1611077,https://www.tandfonline.com/doi/full/10.1080/19427867.2019.1611077
60852148,A Web-Based Information System to Evaluate Different Versions of IT Artifacts in Online Experiments,Forschungsartikel (Zeitschrift),10.30844/aistes.v4i1.10,https://doi.org/10.30844/aistes.v4i1.10,https://www.aes-journal.com/index.php/ais-tes/article/view/10
60814208,Enhancing Traditional Recommender Systems via Social Communities,Forschungsartikel (Zeitschrift),10.1142/S2196888819500040,https://doi.org/10.1142/S2196888819500040,https://www.worldscientific.com/doi/abs/10.1142/S2196888819500040
60813101,"Intentional Forgetting in Socio-Digital Work Systems: System Characteristics and User-related Psychological Consequences on Emotion, Cognition, and Behavior",Forschungsartikel (Zeitschrift),10.30844/ais-tes.v4i1.16,https://doi.org/10.30844/ais-tes.v4i1.16,https://doi.org/10.30844/ais-tes.v4i1.16
60811469,Evaluating the transport-mode-specific trade effects of different transport infrastructure types,Forschungsartikel (Zeitschrift),10.1016/j.tranpol.2019.04.002,https://doi.org/10.1016/j.tranpol.2019.04.002,https://linkinghub.elsevier.com/retrieve/pii/S0967070X18307893
60809427,We Value Your Privacy… Now Take Some Cookies: Measuring the GDPR’s Impact on Web Privacy,Forschungsartikel als ePaper (Konferenz),10.14722/ndss.2019.23378,https://doi.org/10.14722/ndss.2019.23378,https://www.ndss-symposium.org/wp-content/uploads/2019/02/ndss2019_04B-2_Degeling_paper.pdf
60808703,Success factors for the implementation of an intended brand personality: conceptual framework and insights from the Swiss luxury industry,Forschungsartikel (Buchbeitrag),10.4324/9781315767079,https://doi.org/10.4324/9781315767079,https://www.taylorfrancis.com/books/edit/10.4324/9781315767079/strong-brands-strong-relationships-susan-fournier-michael-breazeale-jill-avery
60808522,What Happens Online Stays Online? Segment-Specific Online and Offline Effects of Banner Advertisements,Forschungsartikel (Zeitschrift),10.1509/jmr.14.0625,https://doi.org/10.1509/jmr.14.0625,https://journals.sagepub.com/doi/10.1509/jmr.14.0625
60808430,Multichannel Retailing: A Review and Research Agenda,Forschungsartikel (Zeitschrift),10.1561/1700000059,https://doi.org/10.1561/1700000059,http://www.nowpublishers.com/article/Details/MKT-059
60808249,Shifting the Blame: How Surcharge Pricing Influences Blame Attributions for a Service Price Increase,Forschungsartikel (Zeitschrift),10.1177/1094670518755314,https://doi.org/10.1177/1094670518755314,https://journals.sagepub.com/doi/10.1177/1094670518755314
60808068,App Adoption: The Effect On Purchasing Of Customers Who Have Used A Mobile Website Previously,Forschungsartikel (Zeitschrift),10.1016/j.intmar.2018.12.001,https://doi.org/10.1016/j.intmar.2018.12.001,https://journals.sagepub.com/doi/full/10.1016/j.intmar.2018.12.001
60799423,Reciprocity in the Civil Economy: a Critical Assessment,Forschungsartikel (Zeitschrift),10.2478/jome-2018-0027,https://doi.org/10.2478/jome-2018-0027,https://sciendo.com/article/10.2478/jome-2018-0027
60791492,Eigentum: Eine ordnungsökonomische Perspektive,Forschungsartikel (Buchbeitrag),10.1007/978-3-662-57600-7,https://doi.org/10.1007/978-3-662-57600-7,https://link.springer.com/book/10.1007/978-3-662-57600-7
60783796,"""It's the Economy, Stupid!"": On the Relative Impact of Political and Economic Determinants on Migration",Forschungsartikel (Zeitschrift),10.1007/s11113-019-09529-y,https://doi.org/10.1007/s11113-019-09529-y,https://link.springer.com/article/10.1007/s11113-019-09529-y
60783431,Towards the definitive evaluation framework for cross-platform app development approaches,Forschungsartikel (Zeitschrift),10.1016/j.jss.2019.04.001,https://doi.org/10.1016/j.jss.2019.04.001,https://linkinghub.elsevier.com/retrieve/pii/S0164121219300743
60783341,Single- and Multi-Objective Game-Benchmarkfor Evolutionary Algorithms,Forschungsartikel in Sammelband (Konferenz),10.1145/3321707.3321805,https://doi.org/10.1145/3321707.3321805,https://dl.acm.org/doi/10.1145/3321707.3321805
60783251,Exploring the MLDA Benchmark on the Nevergrad Platform,Forschungsartikel in Sammelband (Konferenz),10.1145/3319619.3326830,https://doi.org/10.1145/3319619.3326830,https://dl.acm.org/doi/10.1145/3319619.3326830
60783161,Making a Case for (Hyper-)Parameter Tuning as Benchmark Problems,Forschungsartikel in Sammelband (Konferenz),10.1145/3319619.3326857,https://doi.org/10.1145/3319619.3326857,https://dl.acm.org/doi/10.1145/3319619.3326857
60783071,Exploratory Landscape Analysis,Forschungsartikel in Sammelband (Konferenz),10.1145/3319619.3323389,https://doi.org/10.1145/3319619.3323389,https://dl.acm.org/doi/10.1145/3319619.3323389
60780150,Generation of high-performance code based on a domain-specific language for algorithmic skeletons,Forschungsartikel (Zeitschrift),10.1007/s11227-019-02825-6,https://doi.org/10.1007/s11227-019-02825-6,https://link.springer.com/article/10.1007/s11227-019-02825-6
60777810,"Finance, Economic Theory, and Business Legitimacy",Forschungsartikel (Buchbeitrag),10.1007/978-3-319-68845-9_54-1,https://doi.org/10.1007/978-3-319-68845-9_54-1,https://link.springer.com/referenceworkentry/10.1007/978-3-319-68845-9_54-1
60754924,"Fiscal disparity, institutions and asymmetric yardstick competition",Forschungsartikel (Zeitschrift),10.1016/j.econlet.2019.04.029,https://doi.org/10.1016/j.econlet.2019.04.029,https://linkinghub.elsevier.com/retrieve/pii/S0165176519301570
60748666,Market reaction to asymmetric cost behavior: the impact of long-term growth expectations,Forschungsartikel (Zeitschrift),10.1007/s11846-019-00341-8,https://doi.org/10.1007/s11846-019-00341-8,https://link.springer.com/article/10.1007/s11846-019-00341-8
60741942,The Key is not Spending but Investing Time -  Students’ Time Management and the Impact on Perceived Stress and Psychological Well-Being,Forschungsartikel in Sammelband (Konferenz),10.18690/978-961-286-280-0.18,https://doi.org/10.18690/978-961-286-280-0.18,https://press.um.si/index.php/ump/catalog/book/418
60741026,Semi-automatic inductive construction of reference process models that represent best practices in public administrations: A method,Forschungsartikel (Zeitschrift),10.1016/j.is.2019.03.001,https://doi.org/10.1016/j.is.2019.03.001,https://linkinghub.elsevier.com/retrieve/pii/S0306437918300838
60738541,Effect of Transparency and Trust on Acceptance of Automatic Online Comment Moderation Systems,Forschungsartikel in Sammelband (Konferenz),10.1109/CBI.2019.00056,https://doi.org/10.1109/CBI.2019.00056,https://ieeexplore.ieee.org/document/8808038/
60738448,Which Business Information do Decision-Makers need at Work? - Towards a Classification Framework,Forschungsartikel in Sammelband (Konferenz),10.1109/CBI.2019.00042,https://doi.org/10.1109/CBI.2019.00042,https://ieeexplore.ieee.org/document/8807795/
60738355,Can Analytics as a Service Save the Online Discussion Culture? – The Case of Comment Moderation in the Media Industry,Forschungsartikel in Sammelband (Konferenz),10.1109/CBI.2019.00061,https://doi.org/10.1109/CBI.2019.00061,https://ieeexplore.ieee.org/document/8808072/
60737441,"Indirect Evolution and Aggregate-Taking Behavior in a Football League: Utility Maximization, Profit Maximization, and Success",Forschungsartikel (Zeitschrift),10.3390/g10020022,https://doi.org/10.3390/g10020022,https://www.mdpi.com/2073-4336/10/2/22
60737074,Determinanten von Wohnimmobilienpreisen: Das Beispiel der Stadt Münster,Forschungsartikel (Zeitschrift),10.1007/s10037-012-0068-z,https://doi.org/10.1007/s10037-012-0068-z,https://link.springer.com/article/10.1007/s10037-012-0068-z
60727941,Accurately measuring willingness to pay for consumer goods: A meta-analysis of the hypothetical bias,Forschungsartikel (Zeitschrift),10.1007/s11747-019-00666-6,https://doi.org/10.1007/s11747-019-00666-6,https://link.springer.com/article/10.1007/s11747-019-00666-6
60719029,Analyzing Credit Risk Transmission to the Non-Financial Sector in Europe: A Network Approach,Forschungsartikel (Zeitschrift),10.1002/jae.2726,https://doi.org/10.1002/jae.2726,https://onlinelibrary.wiley.com/doi/10.1002/jae.2726
60713304,The European Procurement Dilemma—First Steps to Introduce Data-Driven Policy-Making in Public Procurement,Forschungsartikel in Sammelband (Konferenz),10.1109/CBI.2019.00041,https://doi.org/10.1109/CBI.2019.00041,https://ieeexplore.ieee.org/document/8808005/
60710199,The German feed-in tariff revisited - An empirical investigation on its distributional effects,Forschungsartikel (Zeitschrift),10.1016/j.enpol.2019.05.043,https://doi.org/10.1016/j.enpol.2019.05.043,https://linkinghub.elsevier.com/retrieve/pii/S0301421519303477
60688241,A Compiler and Virtual Machine for Constraint-logic Object-oriented Programming with Muli,Forschungsartikel (Zeitschrift),10.1016/j.cola.2019.05.001,https://doi.org/10.1016/j.cola.2019.05.001,https://linkinghub.elsevier.com/retrieve/pii/S1045926X18301903
60668489,Mitigating information overload in social media during conflicts and crises: design and evaluation of a cross-platform alerting system,Forschungsartikel (Zeitschrift),10.1080/0144929X.2019.1620334,https://doi.org/10.1080/0144929X.2019.1620334,https://www.tandfonline.com/doi/full/10.1080/0144929X.2019.1620334
60668312,How negative interest rates affect the risk-taking of individual investors: Experimental evidence,Forschungsartikel (Zeitschrift),10.1016/j.frl.2019.04.035,https://doi.org/10.1016/j.frl.2019.04.035,https://linkinghub.elsevier.com/retrieve/pii/S1544612318303921
60660224,Evolving Diverse TSP Instances by Means of Novel and Creative Mutation Operators,Forschungsartikel in Sammelband (Konferenz),10.1145/3299904.3340307,https://doi.org/10.1145/3299904.3340307,https://dl.acm.org/doi/10.1145/3299904.3340307
60660130,Time Complexity Analysis of RLS and (1+1) EA for the Edge Coloring Problem,Forschungsartikel in Sammelband (Konferenz),10.1145/3299904.3340311,https://doi.org/10.1145/3299904.3340311,https://dl.acm.org/doi/10.1145/3299904.3340311
60652175,(Ir)Rationality of Decisions in Business Research and Practice: Introduction to the Special Issue,Forschungsartikel (Zeitschrift),10.1007/s40685-019-0099-1,https://doi.org/10.1007/s40685-019-0099-1,https://link.springer.com/article/10.1007/s40685-019-0099-1
60629535,"Real wages in Germany during the first phase of industrialization, 1850–1889",Forschungsartikel (Zeitschrift),10.1515/jbwg-2018-0019,https://doi.org/10.1515/jbwg-2018-0019,https://www.degruyter.com/document/doi/10.1515/jbwg-2018-0019/html
60629092,"The inequality of pay in pre-modern Germany, late 15th century to 1889",Forschungsartikel (Zeitschrift),10.1515/jbwg-2019-0009,https://doi.org/10.1515/jbwg-2019-0009,https://www.degruyter.com/document/doi/10.1515/jbwg-2019-0009/html
60619478,Automated Data-flow Analysis and Validation in Process Automation Projects,Forschungsartikel in Sammelband (Konferenz),10.3233/FAIA190061,https://doi.org/10.3233/FAIA190061,https://www.medra.org/servlet/aliasResolver?alias=iospressISBN&isbn=978-1-64368-012-5&spage=333&doi=10.3233/FAIA190061
60618454,Empirical Evidence on Environmental Performance and Operating Costs,Forschungsartikel (Zeitschrift),10.3390/su11133600,https://doi.org/10.3390/su11133600,https://www.mdpi.com/2071-1050/11/13/3600
60607929,Prosperity-Enhancing Institutions: Towards a Comprehensive Composite Index,Forschungsartikel (Zeitschrift),10.1007/s11205-016-1466-3,https://doi.org/10.1007/s11205-016-1466-3,https://link.springer.com/article/10.1007/s11205-016-1466-3
60605338,Hedging Recessions,Forschungsartikel (Zeitschrift),10.1016/j.jedc.2019.07.001,https://doi.org/10.1016/j.jedc.2019.07.001,https://linkinghub.elsevier.com/retrieve/pii/S0165188919301083
60603733,Conceptual Modeling Meets Customer Journey Mapping: Structuring a Tool for Service Innovation,Forschungsartikel in Sammelband (Konferenz),10.1109/CBI.2019.00068,https://doi.org/10.1109/CBI.2019.00068,https://ieeexplore.ieee.org/document/8807799/
60603640,Misperception of Exponential Growth: Are People Aware of their Errors?,Forschungsartikel (Zeitschrift),10.1287/deca.2019.0395,https://doi.org/10.1287/deca.2019.0395,https://pubsonline.informs.org/doi/10.1287/deca.2019.0395
60587236,"Die Einführung von § 8b Abs. 4 KStG – 
Eine ökonomische Analyse potentieller Ausweichreaktionen",Forschungsartikel (Zeitschrift),10.1007/s41471-019-00071-3,https://doi.org/10.1007/s41471-019-00071-3,https://link.springer.com/article/10.1007/s41471-019-00071-3
60586112,Abusiveness is Non-Binary: Five Shades of Gray in German Online News-Comments,Forschungsartikel in Sammelband (Konferenz),10.1109/CBI.2019.00009,https://doi.org/10.1109/CBI.2019.00009,https://ieeexplore.ieee.org/document/8808012/
60578689,Towards Automated Configuration of Stream Clustering Algorithms,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-030-43823-4_12,https://doi.org/10.1007/978-3-030-43823-4_12,https://link.springer.com/chapter/10.1007/978-3-030-43823-4_12
60578239,Hybrid Intelligent Decision Support Using a Semiotic Case-Based Reasoning and Self-Organizing Maps,Forschungsartikel (Zeitschrift),10.1109/TSMC.2017.2749281,https://doi.org/10.1109/TSMC.2017.2749281,https://ieeexplore.ieee.org/document/8070472/
60578147,"Reverse engineering database queries from examples: State-of-the-art, challenges, and research opportunities",Forschungsartikel (Zeitschrift),10.1016/j.is.2019.03.002,https://doi.org/10.1016/j.is.2019.03.002,https://linkinghub.elsevier.com/retrieve/pii/S0306437918300978
60578058,Influence Power Factor for User Interface Recommendation System,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-319-98443-8_21,https://doi.org/10.1007/978-3-319-98443-8_21,https://link.springer.com/chapter/10.1007/978-3-319-98443-8_21
60577970,Discovering {SQL} Queries from Examples using Intelligent Algorithms,Forschungsartikel in Sammelband (Konferenz),10.1109/LA-CCI.2018.8625260,https://doi.org/10.1109/LA-CCI.2018.8625260,https://ieeexplore.ieee.org/document/8625260/
60577791,Lessons from empirical studies in Supply Chain Flexibility: a maturity perspective,Forschungsartikel (Zeitschrift),10.14488/BJOPM.2019.v16.n3.a7,https://doi.org/10.14488/BJOPM.2019.v16.n3.a7,https://bjopm.org.br/bjopm/article/view/850
60577432,"The relationship between sustainability and customer satisfaction in
hospitality: An explorative investigation using eWOM as a data source",Forschungsartikel (Zeitschrift),10.1016/j.tourman.2019.02.010,https://doi.org/10.1016/j.tourman.2019.02.010,https://linkinghub.elsevier.com/retrieve/pii/S0261517719300391
60562496,(Honesty)-Humility and the ABI-model of trust – a theoretical integration,Forschungsartikel in Sammelband (Konferenz),10.5465/AMBPP.2019.14745abstract,https://doi.org/10.5465/AMBPP.2019.14745abstract,https://journals.aom.org/doi/10.5465/AMBPP.2019.14745abstract
60557921,Emacs-reveal: A software bundle to create OER presentations,Forschungsartikel (Zeitschrift),10.21105/jose.00050,https://doi.org/10.21105/jose.00050,https://jose.theoj.org/papers/10.21105/jose.00050
60537237,Tax avoidance in different firm types and the role of nonfamily involvement in private family firms,Forschungsartikel (Zeitschrift),10.1002/mde.3082,https://doi.org/10.1002/mde.3082,https://onlinelibrary.wiley.com/doi/10.1002/mde.3082
